AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
213,FALSE,CAL FIRE Madera-Mariposa-Merced Unit,,2019,TRUE,/incidents/2019/7/15/madera-fire/,,,Madera,20,,,,2019-07-16T06:49:00Z,,FALSE,TRUE,,,,37.016944,"Off Road 33 and Highway 145, Bonadelle",-119.934167,FALSE,Madera Fire ,100,,TRUE,"Madera Fire started on July 15,2019 off Road 33 and Highway 145, Bonadelle in Madera County.",,2019-07-15T18:19:31Z,Finalized,,,,,,,
210,FALSE,CAL FIRE Madera- Mariposa- Merced Unit ,,2019,TRUE,/incidents/2019/6/29/merced-fire/,,,Merced,24,,,,2019-07-02T15:51:00Z,,FALSE,TRUE,,,,37.312877,"Off of Merced Fall Road and La Grange Road, East of Snelling",-120.242411,FALSE,Merced Fire ,100,,TRUE,"Merced Fire started on June 29, 2019 off of Merced Fall Road and La Grange Road, East of Snelling in Merced County. It was contained on July 2, 2019.",,2019-06-29T15:09:52Z,Finalized,,,,,,,
210,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/6/9/malech-fire/,,,Santa Clara,43,,,,2019-06-11T17:17:00Z,,FALSE,TRUE,,,,37.21638,"Malech Rd & Bailey Rd, South San Jose",-121.70768,FALSE,Malech Fire,100,,TRUE,"The Malech Fire started on June 9, 2019 off Malech Rd & Bailey Rd, South San Jose in Santa Clara County.",Jun.19,2019-06-09T14:29:00Z,Finalized,,,,,,,
208,FALSE,Kern County Fire Department,,2019,FALSE,/incidents/2019/7/21/tejon-fire/,,,Kern,15,,,,,,FALSE,TRUE,,,,34.9008333,"  I 5 and Diger Rd, South of Bakersfield",-118.9183333,FALSE,Tejon Fire,100,,TRUE,"The Tejon Fire started July 21, 2019 off  I 5 and Diger Rd, South of Bakersfield in Kern county.",,2019-07-21T15:30:17Z,Finalized,,,,,,,
207,FALSE,USFS Klamath National Forest,,2019,FALSE,/incidents/2019/6/17/lumgrey-fire/,,,Siskiyou,47,,,,2019-06-24T16:56:00Z,,FALSE,TRUE,,,,39.28926,"off Highway 96 and Lumgrey Road, West of Gottsville",-121.85906,FALSE,Lumgrey Fire,100,,TRUE,"The Lumgrey Fire started June 17, 2019 off Highway 96 and Lumgrey Road, West of Gottsville (Siskiyou County).",Jun.19,2019-06-17T17:50:00Z,Finalized,,,,,,,
202,FALSE,CAL FIRE Tuolumne-Calaveras Unit ,,2019,TRUE,/incidents/2019/7/15/milton-fire/,,,Stanislaus,50,,,,2019-07-16T06:48:00Z,,FALSE,TRUE,,,,37.944751,"Off of Milton Road and Highway 4, North of Oakdale ",-120.84372,FALSE,Milton Fire ,100,,TRUE,"Milton Fire started on July 15,2019 off of Milton Road and Highway 4, North of Oakdale in Stanislaus County.",,2019-07-15T10:49:00Z,Finalized,,,,,,,
200,FALSE,San Bernardino County Fire Department/ San Bernardino Nation Forest Service,,2019,FALSE,/incidents/2019/10/31/hillside-fire/,,,San Bernardino,36,,,,2019-11-05T09:03:00Z,,FALSE,TRUE,,,,34.183,"off of W 59th and Hill Dr, in San Bernardino National Forest",-117.285,FALSE,Hillside Fire,100,,TRUE,"Hillside Fire started on October 31, 2019 off of W 59th and Hill Dr, San Bernardino, in San Bernardino National Forest in San Bernardino County.",,2019-10-31T06:53:47Z,Finalized,,,,,,,
200,FALSE, East Contra Costa County Fire Protection District,,2019,FALSE,/incidents/2019/10/27/cypress-complex/,,,Contra Costa,7,,,,2019-10-28T16:26:00Z,,FALSE,TRUE,,,,37.99136,"East Cypress Rd and Bethel Island Road, Knightsen, CA  ",-121.64118,FALSE,Cypress Complex,100,,TRUE,"The Cypress Complex started October 27, 2019 off East Cypress Rd and Bethel Island Road, Knightsen, CA  in Contra Costa County",,2019-10-27T08:50:23Z,Finalized,,,,,,,
200,FALSE,Ventura County Fire Department ,,2019,FALSE,/incidents/2019/10/11/olivas-fire/,,,Ventura,56,,,,2019-10-12T18:00:00Z,,FALSE,TRUE,,,,34.23955,"Olivas Park Drive, near the Buenaventura Golf Course",-119.20187,FALSE,Olivas Fire,100,,TRUE,"The Olivas Fire started October 11, 2019 off Olivas Park Drive, near the Buenaventura Golf Course in Ventura County.",,2019-10-11T15:57:10Z,Finalized,,,,,,,
200,FALSE,CAL FIRE/San Diego County Fire,0,2019,TRUE,/incidents/2019/9/24/dehesa-fire/,<p>The forward rate of spread has been stopped. Overnight crews worked to mop up and construct containment lines.</p>,,San Diego,37,8,1,20,,,FALSE,TRUE,,0,,32.787656,Dehesa Road and Sloan Canyon Road,-116.806941,TRUE,Dehesa Fire ,100,350,TRUE,"The Dehesa Fire started September 24, 2019 off Dehesa Road and Sloan Canyon Road in San Diego County.",,2019-09-24T15:00:00Z,Finalized,,,,,,,
200,FALSE,Santa Barbara County Fire,,2019,FALSE,/incidents/2019/9/9/mcmurray-fire/,Structures threatened.  Evacuations in progress and Hwy 101 northbound is closed.,,Santa Barbara,42,,,,2019-09-14T08:00:00Z,,FALSE,TRUE,,,,34.630919,"McMurray Rd and Hwy 101, north of Buellton",-120.187368,FALSE,McMurray Fire,100,,TRUE,"The McMurray fire started on September 9, 2019 at McMurray Rd and Hwy 101, north of Buellton in Santa Barbara County.",,2019-09-09T17:42:43Z,Finalized,,,,,,,
193,FALSE,Bureau of Land Management,,2019,FALSE,/incidents/2019/7/14/doyle-fire/,CAL Fire is assisting Bureau of Land Management with air and ground resources.,,Lassen,18,,,,2019-07-16T09:00:00Z,,FALSE,TRUE,,,,40.072739,"Off Old Highway and Cowboy Joe Road, Northwest of Doyle",-120.158273,FALSE,Doyle Fire,100,,TRUE,"Doyle Fire started on July 14, 2019 off Old Highway and Cowboy Joe Road, Northwest of Doyle in Lassen County.","Doyle Fire,  Lassen County",2019-07-14T14:02:31Z,Finalized,,,,,,,
190,FALSE,CAL FIRE Santa Clara Unit ,,2019,TRUE,/incidents/2019/9/11/stuhr-fire/,,,Stanislaus,50,,,,,,FALSE,TRUE,,,,37.32585,"Off SB Interstate 5 and West Stuhr Road, South of Patterson City ",-121.110146,FALSE,Stuhr Fire ,100,,TRUE,"Stuhr Fire  started on September 11, 2019 Off SB Interstate 5 and West Stuhr Road, South of Patterson City in Stanislaus County.",,2019-09-11T11:25:43Z,Finalized,,,,,,,
190,FALSE,CAL FIRE San Benito-Monterey Unit,,2019,TRUE,/incidents/2019/7/9/sargent-fire/,,,Monterey,27,,,,2019-07-10T16:04:00Z,,FALSE,TRUE,,,,35.95191,"Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields",-120.8092,FALSE,Sargent Fire,100,,TRUE,"The Sargent fire started July 9, 2019 off Sargent Canyon Road and Sheep Canyon, San Ardo Oil Fields in Monterey County.",,2019-07-09T21:43:36Z,Finalized,,,,,,,
183,FALSE,CAL FIRE Sonoma Lake Napa Unit,,2019,TRUE,/incidents/2019/7/24/marshview-fire/,,,Solano,48,,,,,,FALSE,TRUE,,,,38.158333,"Off Marshview Road and Highway 680, South of Cordelia ",-122.118889,FALSE,Marshview Fire,100,,TRUE,"Marshview Fire started on July 24, 2019 Off Marshview Road and Highway 380, South of Cordelia in Solano County.",,2019-07-24T12:28:45Z,Finalized,,,,,,,
172,FALSE,Kern County Fire,,2019,TRUE,/incidents/2019/5/3/vulcan-fire/,,,Kern,15,,,,2019-05-08T08:48:00Z,,FALSE,TRUE,,,,35.03855,Off Highway 166 at Wind Wolves Preserve,-119.19454,FALSE,Vulcan Fire,100,,TRUE,"The Vulcan Fire started on May 3, 2019 off Highway 166 at Wind Wolves Preserve (Kern County).",May.19,2019-05-03T15:04:00Z,Finalized,,,,,,,
167,FALSE,San Bernardino National Forest,,2019,FALSE,/incidents/2019/9/15/bautista-fire/,,,Riverside,33,,,,2019-09-22T18:00:00Z,,FALSE,TRUE,,,,33.635,"Bautista Road and Tripp Flats, West of Lake Hemet",-116.801111,FALSE,Bautista Fire,100,25,TRUE,"Assisting/Not a CAL FIRE incident :
#BautistaFire near Bautista Road and Tripp Flats, West of Lake Hemet in Riverside County.  For more information: https://inciweb.nwcg.gov/incident/6600/",,2019-09-15T20:13:05Z,Finalized,,,,,,,
167,FALSE,CAL FIRE San Benito-Monterey Unit,,2019,TRUE,/incidents/2019/9/2/antelope-fire/,,,San Benito,35,,,,2019-09-03T07:11:00Z,,FALSE,TRUE,,,,36.600167,"Panoche Road and New Idria Road, Paicines",-120.8405,FALSE,Antelope Fire,100,,TRUE,"The Antelope Fire started on September 2, 2019 off Panoche Road and New Idria Road, Paicines in San Benito County",,2019-09-02T15:40:37Z,Finalized,,,,,,,
161,FALSE,Fresno-Kings County,,2019,TRUE,/incidents/2019/4/28/york-fire/,,,Kings,16,,,,2019-06-24T11:45:00Z,,FALSE,TRUE,,,,35.81778,"Hwy 41 and York Ave, 13 miles south of Avenal (Kings County)",-120.09715,FALSE,York Fire,100,,TRUE,"The York Fire started April 28, 2019 at Hwy 41 and York Ave, 13 miles south of Avenal (Kings County). It was contained on April 29, 2019 at 161 acres.","York Fire, Kings County, Hwy 41 and York Ave, 13 miles south of Avenal.",2019-04-28T22:20:00Z,Finalized,,,,,,,
156,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/8/15/cottage-fire/,All evacuations have been lifted and all roads are now open.,Firefighters made good progress today extinguishing interior hotspots and securing containment lines. They will continue to mop up and patrol overnight. Residents traveling in the area are asked to drive with caution as fire apparatus and personnel continue to work in the area.,Shasta,45,,,2,2019-08-17T18:43:00Z,,FALSE,TRUE,,,,40.484329,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",-122.159393,TRUE,Cottage Fire,100,8,TRUE,"The Cottage Fire started on August 15, 2019 off Dersch Rd x Cottage Hill Dr, 8 miles northeast of Anderson  in Shasta County.",,2019-08-15T15:09:55Z,Finalized,,,,,,,
156,FALSE,Angeles National Forest,,2019,FALSE,/incidents/2019/8/3/five-fire/,,,Los Angeles,19,,,,2019-08-05T12:25:00Z,,FALSE,TRUE,,,,34.677864,Off Interstate 5 & Templin Hwy,-118.752395,FALSE,Five Fire,100,,TRUE,,,2019-08-03T17:01:15Z,Finalized,,,,,,,
156,FALSE,City of Chino ,,2019,FALSE,/incidents/2019/7/28/star-fire/,,,San Bernardino,36,,,,,,FALSE,TRUE,,,,33.997528,"Chino Hils Parkway and Grand Avenue, Chino Hills",-117.769766,FALSE,Star Fire,100,,TRUE,"The Star Fire started on July 28, 2019 at Chino Hils Parkway and Grand Avenue, Chino Hills in San Bernardino County.",,2019-07-28T13:20:11Z,Finalized,,,,,,,
155,FALSE,CAL FIRE Tulare Unit,,2019,TRUE,/incidents/2019/6/1/spruce-fire/,,,Tulare,54,,,,2019-06-11T14:48:00Z,,FALSE,TRUE,,,,36.28001,"Off Spruce Rd & Myer Dr, east of Exeter",-119.10974,FALSE,Spruce Fire,100,,TRUE,"The Spruce Fire started on June 1, 2019 off Spruce Rd & Myer Dr, east of Exeter (Tulare County). It was contained on June 2, 2019",Jun.19,2019-06-01T15:49:00Z,Finalized,,,,,,,
150,FALSE,"Unified Command: CAL FIRE Santa Clara Unit, Crockett Fire and Contra Costa Fire. ",,2019,TRUE,/incidents/2019/10/27/sky-fire/,,,Contra Costa,7,,,,2019-10-28T16:30:00Z,,FALSE,TRUE,,,,38.03545,"Commings Skyway and I-80, south of Crockett",-122.2241,FALSE,Sky Fire ,100,,TRUE,"The Sky Fire started October 27, 2019 off Commings Skyway and I-80, south of Crockett in Contra Costa County.",,2019-10-27T11:29:03Z,Finalized,,,,,,,
150,FALSE,CAL FIRE San Diego Unit,,2019,TRUE,/incidents/2019/7/28/dehesa-fire/,The forward rate of spread has been stopped on this incident. Ground crews have transitioned to mop-up operations and constructing containment lines.,,San Diego,37,,,,,,FALSE,TRUE,,,,32.767649,"Dehesa Road and Slone Canyon Road, Dehesa",-116.796032,FALSE,Dehesa Fire,100,,TRUE,"The Dehesa Fire started on July 28, 2019 at Dehesa Road and Slone Canyon Road, Dehesa in San Diego County.",,2019-07-28T19:51:55Z,Finalized,,,,,,,
148,FALSE,CAL FIRE Nevada-Yuba-Placer Unit,,2019,TRUE,/incidents/2019/6/26/dyer-fire/,,,Placer,31,,,,2019-06-27T08:26:00Z,,FALSE,TRUE,,,,38.73817,"Watt Ave & Dyer Road, northeast of Rio Linda",-121.39419,FALSE,Dyer Fire,100,,TRUE,,,2019-06-26T22:43:07Z,Finalized,,,,,,,
145,FALSE,San Bernardino County Fire,,2019,FALSE,/incidents/2019/10/24/old-water-fire/,"Evacuations: Currently there are mandatory evacuations in place for residents on Arrowhead Road, David Way north of 40th street and all connecting streets including Mariposa Drive

<p>Evacuation Center: San Gorgonio High School, 2299 Pacific Street, San Bernardino CA 92404.

<p>Road Closures: Highway 18 closed between 40th street in San Bernardino and Hwy 138 in Crestline, Lake Gregory Drive at Hwy 18.

<p>For more information: https://inciweb.nwcg.gov/incident/6650/",,San Bernardino,36,,,,,,FALSE,TRUE,,,,34.183624,near Old Waterman Canyon Road and Hwy 18. ,-117.274276,FALSE,Old Water Fire,100,,TRUE,"The Old Water Fire started on October 24, 2019 off Old Waterman Canyon Road and Hwy 18 in San Bernardino County.",,2019-10-24T04:53:17Z,Finalized,,,,,,,
144,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/5/30/canyon-fire/,,,Santa Clara,43,,,,2019-06-11T14:40:00Z,,FALSE,TRUE,,,,37.45899,"Off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson",-121.22093,FALSE,Canyon Fire,100,,TRUE,"The Canyon Fire started on May 30, 2019 off Del Puerto Canyon Rd & Diablo Grande Pkwy, west of Patterson (Santa Clara County). It was 144 acres and it was contained on May 30, 2019.",May.19,2019-05-30T16:19:00Z,Finalized,,,,,,,
140,FALSE,Vallejo city fire,,2019,FALSE,/incidents/2019/10/27/glencove-fire/,,,Solano,48,,,,2019-10-28T16:28:00Z,,FALSE,TRUE,,,,38.07205,"Glen Cove Pkwy and Lookout Dr, south of Vallejo",-122.22463,FALSE,Glencove Fire ,100,,TRUE,"The Glencove Fire started October 27, 2019 off Glen Cove Pkwy and Lookout Dr, south of Vallejo in Solano County.",,2019-10-27T11:52:15Z,Finalized,,,,,,,
139,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/8/21/patterson-fire/,,,Alameda,1,,,,2019-08-21T18:27:00Z,,FALSE,TRUE,,,,37.71734,"Patterson Pass and Midway Road, west of Tracy",-121.55867,FALSE,Patterson Fire,100,,TRUE,"The Patterson Fire started August 21, 2019 off Patterson Pass and Midway Road, west of Tracy in Alameda County.",,2019-08-21T17:56:05Z,Finalized,,,,,,,
131,FALSE,Bureau of Land Management ,,2019,FALSE,/incidents/2019/8/24/horse-fire/,Change in acreage from earlier reports is due to more accurate mapping.,,Lassen,18,,,,2019-08-27T10:44:00Z,,FALSE,TRUE,,,,40.562,"Off Highway 139  and Horselake Road, North of Susanville",-120.544,FALSE,Horse Fire,100,,TRUE,"Horse Fire started on August 24, 2019 off Highway 139  and Horselake Road, North of Susanville in Lassen County.",,2019-08-24T16:33:58Z,Finalized,,,,,,,
131,FALSE,CAL FIRE San Luis Obispo ,,2019,TRUE,/incidents/2019/7/14/south-fire/,CAL Fire is assisting Ventura County Fire Department with air and ground resources.,,Ventura,56,,,,2019-07-15T14:10:00Z,,FALSE,TRUE,,,,34.366111,Off of South Mountain Rd and Balcom Canyon Road East of Santa Paula,-118.96,FALSE,South Fire ,100,,TRUE,"South Fire started on July 14, 2019 off of South Mountain Rd and Balcom Canyon Road East of Santa Paula in Ventura County.",,2019-07-14T11:45:00Z,Finalized,,,,,,,
130,FALSE,BLM Northern California District,,2019,FALSE,/incidents/2019/8/7/r-1-fire/,,,Lassen,18,,,,,,FALSE,TRUE,,,,40.886677,"Juniper Ridge Road and Juniper Tree Road, north of Ravendale",-120.336977,FALSE,R-1 Fire,100,,TRUE,"The Juniper Fire started on August 7, 2019 near Juniper Ridge Road and Juniper Tree Road, north of Ravendale in Lassen County.",,2019-08-07T17:21:13Z,Finalized,,,,,,,
130,FALSE,CAL FIRE Mendocino Unit,,2019,TRUE,/incidents/2019/7/27/usal-fire/,,,Mendocino,23,,,,,,FALSE,TRUE,,,,39.831762,"Usal Creek and Usal Rd, west of Leggett",-123.846013,FALSE,Usal Fire,100,,TRUE,"The Usal Fire started on July 27, 2019 at Usal Creek and Usal Rd, 7 miles west of Leggett in Mendocino County.",,2019-07-27T23:36:00Z,Finalized,,,,,,,
130,FALSE,CAL FIRE/Riverside County Fire Department,,2019,TRUE,/incidents/2019/5/18/shady-fire/,,,Riverside,33,,,,2019-05-24T14:23:00Z,,FALSE,TRUE,,,,33.650237,"off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella",-116.172534,FALSE,Shady Fire,100,,TRUE,"The Airport Fire started May 18, 2019 off Airport Boulevard and Shady Lane in Thermal, southwest of Coachella (Riverside County).","Riverside County, Airport Fire, ",2019-05-18T22:53:00Z,Finalized,,,,,,,
128,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/9/21/reservoir-fire/,,,Santa Clara,43,,,,2019-09-24T18:00:00Z,,FALSE,TRUE,,,,37.467744,"Calaveras Rd and Felter Road, 5 miles northeast of Milpitas",-121.842751,FALSE,Reservoir Fire,100,,TRUE,"The Reservoir Fire started on September 21, 2019 near Calaveras Rd and Felter Rd, 5 miles northeast of Milpitas in Santa Clara County.",,2019-09-21T11:49:00Z,Finalized,,,,,,,
128,FALSE,Modoc National Forest,,2019,FALSE,/incidents/2019/7/17/goose-2-fire/,CAL Fire is assisting Modoc National Forest with air and ground resources.,,Modoc,25,,,,2019-07-20T09:05:00Z,,FALSE,TRUE,,,,41.909,"Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell ",-120.306,FALSE,Goose 2 Fire,100,,TRUE,"Goose 2 Fire started on July 17, 2019 Off Highway 395 and South Willow Ranch Road, West of Fort Bidwell in Modoc County.",,2019-07-17T16:13:41Z,Finalized,,,,,,,
121,FALSE,CAL FIRE / Fresno County Fire,,2019,TRUE,/incidents/2019/5/29/hill-fire/,,,Fresno,10,,,,2019-06-05T15:07:00Z,,FALSE,TRUE,,,,36.66909," S. Hills Valley Road, north of Orange Cove",-119.3046,FALSE,Hill Fire,100,,TRUE,"The Hill Fire started on May 29, 2019 off  S. Hills Valley Road, north of Orange Cove (Fresno County) and burned 121 acres. It was contained June 1, 2019.",May.19,2019-05-29T17:18:00Z,Finalized,,,,,,,
120,FALSE,Camp Pendleton,,2019,TRUE,/incidents/2019/6/20/weisgarber-fire/,,,San Diego,37,,,,2019-06-21T14:22:00Z,,FALSE,TRUE,,,,33.39684,"one mile west of the DeLuz gate, Camp Pendleton",-117.29665,TRUE,Weisgarber Fire,100,,TRUE,"The Weisgarber Fire started on June 20, 2019 one mile west of the DeLuz gate, Camp Pendleton in San Diego County and burned 120 acres. It was contained on June 21, 2019.",,2019-06-20T14:56:00Z,Finalized,,,,,,,
120,FALSE,CAL FIRE San Luis Obispo Unit,,2019,TRUE,/incidents/2019/6/10/bitter-fire/,,,San Luis Obispo,40,,,,2019-06-11T17:18:00Z,,FALSE,TRUE,,,,35.57376,Bitterwater Road East of Paso Robles,-120.11738,FALSE,Bitter Fire ,100,,TRUE,"Bitter Fire off Bitterwater road,30 miles east of Paso Robles in San Luis Obispo County is 120 acres and 50% contained. ",Jun.19,2019-06-10T11:55:00Z,Finalized,,,,,,,
115,FALSE,Kern County Fire Department,,2019,FALSE,/incidents/2019/4/30/woody-fire/,,,Kern,15,,,,2019-05-08T08:47:00Z,,FALSE,TRUE,,,,35.65189,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",-118.92545,FALSE,Woody Fire,100,,TRUE,"The Woody Fire started on April 30, 2019 off Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield (Kern County). It was contained on May 1, 2019.",Apr.19,2019-04-30T18:37:00Z,Finalized,,,,,,,
105,FALSE,CAL FIRE Los Angeles County Fire Department ,,2019,TRUE,/incidents/2019/8/13/west-fire/,,,Los Angeles,19,,,,,,FALSE,TRUE,,,,34.675542,"off of 120th Street  West and Coppermill Road, Lancaster ",-118.342239,FALSE,West Fire ,100,,TRUE,"West Fire started on August 13, 2019 off of off of 120th Street  West and Coppermill Road, Lancaster in Los Angeles County.",,2019-08-13T14:37:54Z,Finalized,,,,,,,
103,FALSE,Davis Creek Fire Department,,2019,FALSE,/incidents/2019/8/2/meadow-fire-not-a-cal-fire-incident/,,,Modoc,25,,,,2019-08-02T21:39:00Z,,FALSE,TRUE,,,,41.43783,"County Road 48 and Highway 395, northeast of Alturas",-120.23976,FALSE,Meadow Fire (Not a CAL FIRE incident),100,,TRUE,"The Meadow Fire started August 2, 2019 off County Road 48 and Highway 395, northeast of Alturas in Modoc County.",,2019-08-02T16:53:18Z,Finalized,,,,,,,
100,FALSE,Los Padres National Forest,,2019,FALSE,/incidents/2019/7/28/range-fire/,Not a CAL FIRE Incident. CAL FIRE is assisting Los Padres National Forest with air and ground resources.,,Santa Barbara,42,,,,2019-08-05T12:27:00Z,,FALSE,TRUE,,,,34.665699,north of Lake Cachuma,-119.94974,FALSE,Range Fire,100,,TRUE,"The Range Fire started on July 28, 2019 north of Lake Cachuma in Santa Barbara County.",,2019-07-28T22:39:05Z,Finalized,,,,,,,
100,FALSE,CAL FIRE San Diego County Fire ,,2019,TRUE,/incidents/2019/7/12/border-fire/,,,San Diego,37,,,,2019-07-15T17:10:00Z,,FALSE,TRUE,,,,32.566389,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,-116.7525,FALSE,Border Fire,100,,TRUE,"Cottonwood Fire started on July 12, 2019 off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border in San Diego County.",,2019-07-12T13:20:39Z,Finalized,,,,,,,
98,FALSE,CAL FIRE / Riverside County Fire,2,2019,TRUE,/incidents/2019/9/21/kennedy-fire/,,,Riverside,33,9,2,17,2019-09-22T17:00:00Z,,FALSE,TRUE,,,,33.900994,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",-117.170588,FALSE,Kennedy Fire,100,150,TRUE,"The Kennedy Fire started on September 21, 2019 off Moreno Beach Drive & John F. Kennedy Drive, near Lake Perris.",,2019-09-21T17:22:00Z,Finalized,,,,,,,
97,FALSE,CALFIRE San Diego ,,2019,TRUE,/incidents/2019/10/25/sawday-fire/,All evacuations orders and road closures have been lifted. Firefighters will remain on scene overnight for mop-up and containment line construction.,,San Diego,37,,,,2019-10-28T19:31:00Z,,FALSE,TRUE,,,,33.055124,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",-116.742508,TRUE,Sawday Fire ,100,150,TRUE,"The Sawday Fire started October 25, 2019 near Sawday Truck Trail and Littlepage Road in San Diego County.",,2019-10-25T10:52:04Z,Finalized,,,,,,,
96,FALSE,CAL FIRE / Riverside County Fire,,2019,TRUE,/incidents/2019/7/13/orange-fire/,,,Riverside,33,,,,2019-07-13T15:13:00Z,,FALSE,TRUE,,,,33.8128372,27000 block of Orange Avenue in Nuevo,-117.1228851,FALSE,Orange fire,100,,TRUE,The Orange fire started on July 13 2019 near the 27000 block of Orange Avenue in Nuevo in Riverside County,"The Orange fire, 27000 block of Orange Avenue, Nuevo, Riverside County",2019-07-13T10:36:00Z,Finalized,,,,,,,
95,FALSE,CAL FIRE San Luis Obispo Unit,,2019,TRUE,/incidents/2019/7/24/thompson-fire/,,,San Luis Obispo,40,,,,,,FALSE,TRUE,,,,35.004722,"Off Highway 166  and Highway 101, North of Santa Maria",-120.435278,FALSE,Thompson Fire ,100,,TRUE,"Thompson Fire started on July 24, 2019 off Highway 166  and Highway 101, North of Santa Maria in San Luis Obispo County.",,2019-07-24T20:09:59Z,Finalized,,,,,,,
94,FALSE,CAL FIRE Riverside County Fire Department ,,2019,TRUE,/incidents/2019/8/5/toro-fire/,,,Riverside,33,,,,2019-08-06T18:42:00Z,,FALSE,TRUE,,,,33.740219,"26000 Block El Toro Road, North of Lake Elsinore",-117.333728,FALSE,Toro Fire ,100,,TRUE,"The Toro Fire started on August 5, 2019 at 26000 Block El Toro Road, North of Lake Elsinore in Riverside County.",,2019-08-05T15:36:23Z,Finalized,,,,,,,
91,FALSE,Ventura County Fire Department,,2019,FALSE,/incidents/2019/10/10/wendy-fire/,,,Ventura,56,,,,,,FALSE,TRUE,,,,34.156389,"Potrero Rd and S Wendy Dr, Newbury Park",-118.950833,FALSE,Wendy Fire,100,,TRUE,"The Wendy Fire started October 10, 2019 off Potrero Rd and S Wendy Dr, Newbury Park in Ventura County.",,2019-10-10T21:28:58Z,Finalized,,,,,,,
91,FALSE,Klamath National Forest ,,2019,FALSE,/incidents/2019/9/15/bar-fire/,,,Siskiyou,47,,,,,,FALSE,TRUE,,,,41.749667,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",-123.000833,FALSE,Bar Fire,100,,TRUE,"Bar Fire started on September 5, 2019 southwest of Bald Mountain and Klamath Bar, Klamath National Forest in Siskiyou County.",,2019-09-15T15:52:00Z,Finalized,,,,,,,
90,FALSE,CAL FIRE Santa Clara Unit,,2019,TRUE,/incidents/2019/7/16/whiskey-fire/,,,San Joaquin,39,,,,,,FALSE,TRUE,,,,37.962557,"west Lower Jones Road, west of the Community of Slough ",-121.468074,FALSE,Whiskey Fire,100,,TRUE,"The Whiskey Fire started on July 16, 2019 at west Lower Road in San Joaquin County.","Whiskey Fire, 2019",2019-07-16T18:44:15Z,Finalized,,,,,,,
90,FALSE,CAL FIRE Shasta-Trinity Unit,,2019,TRUE,/incidents/2019/6/26/trinity-fire/,,,Shasta,45,,,,2019-06-26T06:00:00Z,,FALSE,TRUE,,,,40.41404,"Trinity Alps Vista Road and Bland Road, southwest of Ono",-122.66779,FALSE,Trinity Fire,100,,TRUE,"The Trinity Fire started on June 25, 2019 near Trinity Alps Vista Road and Bland Road, southwest of Ono in Shasta County.",,2019-06-26T15:35:00Z,Finalized,,,,,,,
85,FALSE,CAL FIRE Amador - El Dorado Unit,,2019,TRUE,/incidents/2019/9/3/country-fire/,,,El Dorado,9,,,,2019-09-06T07:24:00Z,,FALSE,TRUE,,,2,38.898915,"Highway 193 and Penobscot Rd, east of Cool",-120.946657,TRUE,Country Fire,100,,TRUE,"The Country Fire started on September 3, 2019 at Highway 193 and Penobscot Rd, east of Cool in El Dorado County.",,2019-09-03T14:57:31Z,Finalized,,4,,,,,
84,FALSE,CAL FIRE Amador El Dorado Unit ,,2019,TRUE,/incidents/2019/8/2/browns-fire/,,,Sacramento,34,,,,2019-08-02T14:03:00Z,,FALSE,TRUE,,,,38.3525,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",-121.123611,FALSE,Browns Fire,100,,TRUE,"The Browns Fire started on August 8, 2019 off Twin Cities Road and Clay Station Road, Northeast of Herald in Sacramento County.",,2019-08-02T09:23:00Z,Finalized,,,,,,,
